filename,source_filename,original_format,arkid,family,source,owner,standardized_species,adipose_fin,pelvic_fin,barbel,multiple_dorsal_fin,original_url,license,file_name
UWZM-F-0001401.JPG,UWZM-F-0001401.JPG,jpg,5g23k64d,Centrarchidae,GLIN,UWZM,lepomis macrochirus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/5g23k64d.jpg,CC0 1.0,Images/chunk_2/UWZM-F-0001401.JPG
UWZM-F-0000947.JPG,UWZM-F-0000947.JPG,jpg,z680qf8g,Centrarchidae,GLIN,UWZM,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/z680qf8g.jpg,CC0 1.0,Images/chunk_4/UWZM-F-0000947.JPG
INHS_FISH_25609.jpg,INHS_FISH_25609.jpg,jpg,zh19pb0d,Centrarchidae,GLIN,INHS,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/zh19pb0d.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_25609.jpg
JFBM-FISH-0042808.jpg,JFBM-FISH-0042808.jpg,jpg,t0943g3f,Centrarchidae,GLIN,JFBM,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/t0943g3f.jpg,CC0 1.0,Images/chunk_3/JFBM-FISH-0042808.jpg
JFBM-FISH-0021657.jpg,JFBM-FISH-0021657.jpg,jpg,3p84kv75,Cottidae,GLIN,JFBM,cottus cognatus,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/3p84kv75.jpg,CC0 1.0,Images/chunk_4/JFBM-FISH-0021657.jpg
INHS_FISH_16848.jpg,INHS_FISH_16848.jpg,jpg,ct61r63p,Centrarchidae,GLIN,INHS,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/ct61r63p.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_16848.jpg
INHS_FISH_23222.jpg,INHS_FISH_23222.jpg,jpg,5m834c97,Cyprinidae,GLIN,INHS,notropis stramineus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/5m834c97.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_23222.jpg
INHS_FISH_25728.JPG,INHS_FISH_25728.JPG,jpg,bc439v44,Moronidae,GLIN,INHS,morone mississippiensis,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/bc439v44.jpg,CC BY-NC,Images/chunk_3/INHS_FISH_25728.JPG
INHS_FISH_28516.jpg,INHS_FISH_28516.jpg,jpg,j233xm77,Cyprinidae,GLIN,INHS,notropis rubellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/j233xm77.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_28516.jpg
INHS_FISH_63769.jpg,INHS_FISH_63769.jpg,jpg,3f37ft1k,Centrarchidae,GLIN,INHS,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/3f37ft1k.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_63769.jpg
INHS_FISH_97752.jpg,INHS_FISH_97752.jpg,jpg,75102r9w,Centrarchidae,GLIN,INHS,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/75102r9w.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_97752.jpg
JFBM-FISH-0038840.jpg,JFBM-FISH-0038840.jpg,jpg,j211g765,Cyprinidae,GLIN,JFBM,notropis heterodon,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/j211g765.jpg,CC0 1.0,Images/chunk_4/JFBM-FISH-0038840.jpg
INHS_FISH_79388.jpg,INHS_FISH_79388.jpg,jpg,5037sj8g,Cyprinidae,GLIN,INHS,phenacobius uranops,0,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/5037sj8g.jpg,CC BY-NC,Images/chunk_3/INHS_FISH_79388.jpg
JFBM-FISH-0014859.jpg,JFBM-FISH-0014859.jpg,jpg,3t544v39,Cyprinidae,GLIN,JFBM,notropis percobromus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/3t544v39.jpg,CC0 1.0,Images/chunk_2/JFBM-FISH-0014859.jpg
JFBM-FISH-0031573.jpg,JFBM-FISH-0031573.jpg,jpg,z7428m3s,Cyprinidae,GLIN,JFBM,hybopsis dorsalis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/z7428m3s.jpg,CC0 1.0,Images/chunk_2/JFBM-FISH-0031573.jpg
INHS_FISH_26411.jpg,INHS_FISH_26411.jpg,jpg,ws94gv9c,Poeciliidae,GLIN,INHS,gambusia affinis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/ws94gv9c.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_26411.jpg
JFBM-FISH-0031702.jpg,JFBM-FISH-0031702.jpg,jpg,4m75k480,Cyprinidae,GLIN,JFBM,phenacobius mirabilis,0,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/4m75k480.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0031702.jpg
INHS_FISH_513.jpg,INHS_FISH_513.jpg,jpg,4x70cp1x,Centrarchidae,GLIN,INHS,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/4x70cp1x.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_513.jpg
INHS_FISH_18763.jpg,INHS_FISH_18763.jpg,jpg,ww278v83,Centrarchidae,GLIN,INHS,lepomis macrochirus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/ww278v83.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_18763.jpg
INHS_FISH_59215.jpg,INHS_FISH_59215.jpg,jpg,2z73b909,Centrarchidae,GLIN,INHS,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/2z73b909.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_59215.jpg
UWZM-F-0002692.JPG,UWZM-F-0002692.JPG,jpg,m491jx7g,Cyprinidae,GLIN,UWZM,notropis hudsonius,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/m491jx7g.jpg,CC0 1.0,Images/chunk_2/UWZM-F-0002692.JPG
INHS_FISH_7750.jpg,INHS_FISH_7750.jpg,jpg,qz04h037,Poeciliidae,GLIN,INHS,gambusia affinis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/qz04h037.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_7750.jpg
JFBM-FISH-0045080.jpg,JFBM-FISH-0045080.jpg,jpg,1807mh4m,Cyprinidae,GLIN,JFBM,notropis leuciodus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/1807mh4m.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0045080.jpg
INHS_FISH_44890.jpg,INHS_FISH_44890.jpg,jpg,cn01rk2t,Centrarchidae,GLIN,INHS,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/cn01rk2t.jpg,CC BY-NC,Images/chunk_4/INHS_FISH_44890.jpg
INHS_FISH_22180.jpg,INHS_FISH_22180.jpg,jpg,61134j46,Cyprinidae,GLIN,INHS,notropis stramineus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/61134j46.jpg,CC BY-NC,Images/chunk_4/INHS_FISH_22180.jpg
JFBM-FISH-0041593.jpg,JFBM-FISH-0041593.jpg,jpg,26931g45,Cyprinidae,GLIN,JFBM,notropis rubellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/26931g45.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0041593.jpg
INHS_FISH_16298.jpg,INHS_FISH_16298.jpg,jpg,m333pv29,Cyprinidae,GLIN,INHS,phenacobius mirabilis,0,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/m333pv29.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_16298.jpg
JFBM-FISH-0041860.jpg,JFBM-FISH-0041860.jpg,jpg,b372jc95,Cyprinidae,GLIN,JFBM,notropis scepticus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/b372jc95.jpg,CC0 1.0,Images/chunk_3/JFBM-FISH-0041860.jpg
INHS_FISH_27441.jpg,INHS_FISH_27441.jpg,jpg,gp89fg92,Centrarchidae,GLIN,INHS,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/gp89fg92.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_27441.jpg
INHS_FISH_63561.jpg,INHS_FISH_63561.jpg,jpg,r384mk88,Centrarchidae,GLIN,INHS,lepomis megalotis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/r384mk88.jpg,CC BY-NC,Images/chunk_4/INHS_FISH_63561.jpg
INHS_FISH_9066.jpg,INHS_FISH_9066.jpg,jpg,nt59fs5r,Cyprinidae,GLIN,INHS,phenacobius mirabilis,0,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/nt59fs5r.jpg,CC BY-NC,Images/chunk_3/INHS_FISH_9066.jpg
INHS_FISH_5765.jpg,INHS_FISH_5765.jpg,jpg,kh42vs9n,Cyprinidae,GLIN,INHS,notropis volucellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/kh42vs9n.jpg,CC BY-NC,Images/chunk_3/INHS_FISH_5765.jpg
UWZM-F-0000964.JPG,UWZM-F-0000964.JPG,jpg,bn832j73,Centrarchidae,GLIN,UWZM,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/bn832j73.jpg,CC0 1.0,Images/chunk_1/UWZM-F-0000964.JPG
JFBM-FISH-0026262.jpg,JFBM-FISH-0026262.jpg,jpg,xp69v86d,Percidae,GLIN,JFBM,perca flavescens,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/xp69v86d.jpg,CC0 1.0,Images/chunk_2/JFBM-FISH-0026262.jpg
INHS_FISH_87796.jpg,INHS_FISH_87796.jpg,jpg,2m026j1c,Esocidae,GLIN,INHS,esox niger,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/2m026j1c.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_87796.jpg
JFBM-FISH-0014175.jpg,JFBM-FISH-0014175.jpg,jpg,c9019w10,Cyprinidae,GLIN,JFBM,notropis heterolepis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/c9019w10.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0014175.jpg
JFBM-FISH-0042732.jpg,JFBM-FISH-0042732.jpg,jpg,wq47xg0c,Centrarchidae,GLIN,JFBM,chaenobryttus gulosus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/wq47xg0c.jpg,CC0 1.0,Images/chunk_2/JFBM-FISH-0042732.jpg
JFBM-FISH-0033269.jpg,JFBM-FISH-0033269.jpg,jpg,c8920g45,Percidae,GLIN,JFBM,perca flavescens,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/c8920g45.jpg,CC0 1.0,Images/chunk_3/JFBM-FISH-0033269.jpg
JFBM-FISH-0030454.jpg,JFBM-FISH-0030454.jpg,jpg,mw667386,Ictaluridae,GLIN,JFBM,noturus albater,1,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/mw667386.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0030454.jpg
JFBM-FISH-0028163.jpg,JFBM-FISH-0028163.jpg,jpg,r392qz4b,Centrarchidae,GLIN,JFBM,lepomis humilis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/r392qz4b.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0028163.jpg
JFBM-FISH-0045336.jpg,JFBM-FISH-0045336.jpg,jpg,8p56p60g,Cottidae,GLIN,JFBM,cottus bairdii,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/8p56p60g.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0045336.jpg
INHS_FISH_83487.jpg,INHS_FISH_83487.jpg,jpg,8m75kf7k,Centrarchidae,GLIN,INHS,lepomis macrochirus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/8m75kf7k.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_83487.jpg
UWZM-F-0000684.JPG,UWZM-F-0000684.JPG,jpg,wn75w408,Esocidae,GLIN,UWZM,esox lucius,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/wn75w408.jpg,CC0 1.0,Images/chunk_4/UWZM-F-0000684.JPG
INHS_FISH_1708.jpg,INHS_FISH_1708.jpg,jpg,hn25sg2t,Centrarchidae,GLIN,INHS,lepomis macrochirus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/hn25sg2t.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_1708.jpg
INHS_FISH_107851.jpg,INHS_FISH_107851.jpg,jpg,1n49kr65,Centrarchidae,GLIN,INHS,lepomis macrochirus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/1n49kr65.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_107851.jpg
UWZM-F-0002426.JPG,UWZM-F-0002426.JPG,jpg,42737521,Cyprinidae,GLIN,UWZM,hybopsis dorsalis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/42737521.jpg,CC0 1.0,Images/chunk_3/UWZM-F-0002426.JPG
INHS_FISH_53409.jpg,INHS_FISH_53409.jpg,jpg,gb26t99k,Salmonidae,GLIN,INHS,salmo trutta,1,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/gb26t99k.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_53409.jpg
JFBM-FISH-0028159.jpg,JFBM-FISH-0028159.jpg,jpg,zd51769b,Centrarchidae,GLIN,JFBM,lepomis humilis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/zd51769b.jpg,CC0 1.0,Images/chunk_2/JFBM-FISH-0028159.jpg
INHS_FISH_23360.jpg,INHS_FISH_23360.jpg,jpg,j237xm5t,Cyprinidae,GLIN,INHS,notropis stramineus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/j237xm5t.jpg,CC BY-NC,Images/chunk_4/INHS_FISH_23360.jpg
UWZM-F-0001245.JPG,UWZM-F-0001245.JPG,jpg,v623hh9w,Centrarchidae,GLIN,UWZM,lepomis humilis,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/v623hh9w.jpg,CC0 1.0,Images/chunk_1/UWZM-F-0001245.JPG
INHS_FISH_47888.jpg,INHS_FISH_47888.jpg,jpg,dg314t1g,Cyprinidae,GLIN,INHS,cyprinus carpio,0,1,1.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/dg314t1g.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_47888.jpg
JFBM-FISH-0013874.jpg,JFBM-FISH-0013874.jpg,jpg,tj847f0g,Esocidae,GLIN,JFBM,esox lucius,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/tj847f0g.jpg,CC0 1.0,Images/chunk_1/JFBM-FISH-0013874.jpg
INHS_FISH_92439.jpg,INHS_FISH_92439.jpg,jpg,4p017r8r,Centrarchidae,GLIN,INHS,lepomis cyanellus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/4p017r8r.jpg,CC BY-NC,Images/chunk_3/INHS_FISH_92439.jpg
INHS_FISH_56806.jpg,INHS_FISH_56806.jpg,jpg,zc88s364,Centrarchidae,GLIN,INHS,chaenobryttus gulosus,0,1,0.0,0,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/zc88s364.jpg,CC BY-NC,Images/chunk_2/INHS_FISH_56806.jpg
INHS_FISH_103080.JPG,INHS_FISH_103080.JPG,jpg,2q03z21c,Moronidae,GLIN,INHS,morone mississippiensis,0,1,0.0,1,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/2q03z21c.jpg,CC BY-NC,Images/chunk_1/INHS_FISH_103080.JPG
