filename,source_filename,original_format,arkid,family,source,owner,standardized_species,original_url,license,adipose_fin,pelvic_fin,barbel,multiple_dorsal_fin,file_name,verbatim_species,species
80165_lat_FMNH_FZ_d.jpg,80165_lat_FMNH_FZ_d.jpg,jpg,9348819f,Cyprinidae,GLIN,FMNH,luxilus chrysocephalus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/9348819f.jpg,CC BY-NC,,,,,Images/chunk_1/80165_lat_FMNH_FZ_d.jpg,,
INHS_FISH_52573.jpg,INHS_FISH_52573.jpg,jpg,r399dt5j,Centrarchidae,GLIN,INHS,lepomis megalotis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/r399dt5j.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_52573.jpg,,
UWZM-F-0001887.JPG,UWZM-F-0001887.JPG,jpg,93037247,Cyprinidae,GLIN,UWZM,notropis atherinoides,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/93037247.jpg,CC0 1.0,,,,,Images/chunk_1/UWZM-F-0001887.JPG,,
OSUM0006162.JPG.jpg,OSUM0006162.JPG,jpg,0v83dz89,Cyprinidae,GLIN,OSUM,chrosomus erythrogaster,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/OSUM/0v83dz89.jpg,CC0 1.0,,,,,Images/chunk_1/OSUM0006162.JPG.jpg,,
99906_lat_FMNH_FZ.jpg,99906_lat_FMNH_FZ.jpg,jpg,m634km1z,Cottidae,GLIN,FMNH,cottus bairdii,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/m634km1z.jpg,CC BY-NC,,,,,Images/chunk_1/99906_lat_FMNH_FZ.jpg,,
INHS_FISH_11953.jpg,INHS_FISH_11953.jpg,jpg,np397r8n,Centrarchidae,GLIN,INHS,lepomis megalotis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/np397r8n.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_11953.jpg,,
INHS_FISH_25914.JPG,INHS_FISH_25914.JPG,jpg,2m41km64,Moronidae,GLIN,INHS,morone chrysops,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/2m41km64.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_25914.JPG,,
140602632464299oZbkNBdZpMPdIR.jpg,140602632464299oZbkNBdZpMPdIR.jpg,jpg,0g99056j,salmonidae,iDigBio,mnhn,salmo trutta,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/0g99056j.jpg,CC BY-NC-ND,,,,,,,
INHS_FISH_97479.jpg,INHS_FISH_97479.jpg,jpg,9w612b5f,Cyprinidae,GLIN,INHS,phenacobius mirabilis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/9w612b5f.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_97479.jpg,,
JFBM-FISH-0039885.jpg,JFBM-FISH-0039885.jpg,jpg,gk232s3n,Cyprinidae,GLIN,JFBM,notropis stramineus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/gk232s3n.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0039885.jpg,,
INHS_FISH_80687.jpg,INHS_FISH_80687.jpg,jpg,q0546t41,Cyprinidae,GLIN,INHS,notropis boops,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/q0546t41.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_80687.jpg,,
INHS_FISH_50785.jpg,INHS_FISH_50785.jpg,jpg,7r27s360,Centrarchidae,GLIN,INHS,lepomis cyanellus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/7r27s360.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_50785.jpg,,
63969_lat_FMNH_FZ#2.jpg,63969_lat_FMNH_FZ.jpg,jpg,nh72nq64,Cyprinidae,GLIN,FMNH,hybopsis dorsalis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/nh72nq64.jpg,CC BY-NC,,,,,Images/chunk_1/63969_lat_FMNH_FZ#2.jpg,,
JFBM-FISH-0029686.jpg,JFBM-FISH-0029686.jpg,jpg,5p52nj42,Centrarchidae,GLIN,JFBM,lepomis macrochirus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/5p52nj42.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0029686.jpg,,
JFBM-FISH-0016283.jpg,JFBM-FISH-0016283.jpg,jpg,3s38n73d,Cyprinidae,GLIN,JFBM,phenacobius mirabilis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/3s38n73d.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0016283.jpg,,
INHS_FISH_24204.jpg,INHS_FISH_24204.jpg,jpg,cw69h28g,Poeciliidae,GLIN,INHS,gambusia affinis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/cw69h28g.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_24204.jpg,,
SU53806-p_lg#1.jpg,SU53806-p_lg.jpg,jpg,xt321w7p,rivulidae,iDigBio,cas,rivulus,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/xt321w7p.jpg,CC0,,,,,Images/chunk_1/SU53806-p_lg#1.jpg,,
86456_lat_FMNH_FZ_b.jpg,86456_lat_FMNH_FZ_b.jpg,jpg,ff15tq01,Cyprinidae,GLIN,FMNH,lythrurus ardens,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/ff15tq01.jpg,CC BY-NC,,,,,Images/chunk_1/86456_lat_FMNH_FZ_b.jpg,,
mb128616.jpeg,128616.jpeg,jpeg,jv96jw73,Blenniidae,Morphbank,,entomacrodus thalassinus,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/jv96jw73.jpeg,CC BY-NC-SA 3.0,,,,,Images/chunk_1/mb128616.jpeg,,
JFBM-FISH-0008764.jpg,JFBM-FISH-0008764.jpg,jpg,g6302n74,Esocidae,GLIN,JFBM,esox lucius,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/g6302n74.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0008764.jpg,,
ark-_65665_m334017adc596e44abb93f738eba18f306.jpg,ark-_65665_m334017adc596e44abb93f738eba18f306.jpg,jpg,h544m126,synodontidae,iDigBio,usnm,synodus variegatus,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/h544m126.jpg,Usage Conditions Apply,,,,,Images/chunk_1/ark-_65665_m334017adc596e44abb93f738eba18f306.jpg,,
6617_lat_FMNH_FZ_c.jpg,6617_lat_FMNH_FZ_c.jpg,jpg,6q640773,Cyprinidae,GLIN,FMNH,notropis chihuahua,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/6q640773.jpg,CC BY-NC,,,,,Images/chunk_1/6617_lat_FMNH_FZ_c.jpg,,
1406028110106FRmPEaBxlIieBl3d#7.jpg,1406028110106FRmPEaBxlIieBl3d.jpg,jpg,q164md3q,kuhliidae,iDigBio,mnhn,kuhlia mugil,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/q164md3q.jpg,CC BY-NC-ND,,,,,,,
ark-_65665_m36ed8813d5dd44eec9e4cf77e9b0aec32.jpg,ark-_65665_m36ed8813d5dd44eec9e4cf77e9b0aec32.jpg,jpg,f9775v53,pomacanthidae,iDigBio,usnm,centropyge flavissima,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/f9775v53.jpg,Usage Conditions Apply,,,,,Images/chunk_1/ark-_65665_m36ed8813d5dd44eec9e4cf77e9b0aec32.jpg,,
ark-_65665_m3524fddcb480a44d5a89d5c3ffb6786d0.jpg,ark-_65665_m3524fddcb480a44d5a89d5c3ffb6786d0.jpg,jpg,3d09g43r,labridae,iDigBio,usnm,pseudocheilinus octotaenia,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/3d09g43r.jpg,Usage Conditions Apply,,,,,Images/chunk_1/ark-_65665_m3524fddcb480a44d5a89d5c3ffb6786d0.jpg,,
BMNH_1905-3-17-30-1_02_01-S.jpg,BMNH_1905-3-17-30-1_02_01-S.jpg,jpg,70868j5g,kyphosidae,iDigBio,nhmuk,kyphosus bigibbus,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/70868j5g.jpg,CC BY 4.0,,,,,Images/chunk_1/BMNH_1905-3-17-30-1_02_01-S.jpg,,
1487931212231PLx2IjveW4ALlgnY#0.jpg,1487931212231PLx2IjveW4ALlgnY.jpg,jpg,wd686d0z,mormyridae,iDigBio,mnhn,pollimyrus isidori,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/wd686d0z.jpg,CC BY,,,,,Images/chunk_1/1487931212231PLx2IjveW4ALlgnY#0.jpg,,
62136_lat_FMNH_FZ_q.jpg,62136_lat_FMNH_FZ_q.jpg,jpg,0s68kg6v,Cyprinidae,GLIN,FMNH,notropis atherinoides,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/0s68kg6v.jpg,CC BY-NC,,,,,Images/chunk_1/62136_lat_FMNH_FZ_q.jpg,,
INHS_FISH_19566.jpg,INHS_FISH_19566.jpg,jpg,fc73wn6w,Cyprinidae,GLIN,INHS,notropis stramineus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/fc73wn6w.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_19566.jpg,,
mb132814.jpeg,132814.jpeg,jpeg,3785th06,Scorpaenidae,Morphbank,,sebastapistes mauritiana,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/3785th06.jpeg,CC BY-NC-SA 3.0,,,,,Images/chunk_1/mb132814.jpeg,,
62136_lat_FMNH_FZ_l.jpg,62136_lat_FMNH_FZ_l.jpg,jpg,n725sc7w,Cyprinidae,GLIN,FMNH,notropis atherinoides,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/n725sc7w.jpg,CC BY-NC,,,,,Images/chunk_1/62136_lat_FMNH_FZ_l.jpg,,
1406039446245I53Uld7V5bYUhdFm.jpg,1406039446245I53Uld7V5bYUhdFm.jpg,jpg,rr51kr44,cyprinidae,iDigBio,mnhn,dawkinsia filamentosa,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/rr51kr44.jpg,CC BY-NC-ND,,,,,,,
UWZM-F-0000322.JPG,UWZM-F-0000322.JPG,jpg,tf38c108,Cyprinidae,GLIN,UWZM,cyprinella spiloptera,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/tf38c108.jpg,CC0 1.0,,,,,Images/chunk_1/UWZM-F-0000322.JPG,,
16128_dor_FMNH_FZ.jpg,16128_dor_FMNH_FZ.jpg,jpg,4k56b86q,Cottidae,GLIN,FMNH,cottus carolinae,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/4k56b86q.jpg,CC BY-NC,,,,,Images/chunk_1/16128_dor_FMNH_FZ.jpg,,
mb121312.jpeg,121312.jpeg,jpeg,hh46x700,Balistidae,Morphbank,,balistapus undulatus,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/hh46x700.jpeg,CC BY-NC-SA 3.0,,,,,Images/chunk_1/mb121312.jpeg,,
INHS_FISH_89028.jpg,INHS_FISH_89028.jpg,jpg,2q26762j,Cyprinidae,GLIN,INHS,notropis telescopus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/2q26762j.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_89028.jpg,,
UWZM-F-0000728.JPG,UWZM-F-0000728.JPG,jpg,x168j60t,Esocidae,GLIN,UWZM,esox lucius,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/x168j60t.jpg,CC0 1.0,,,,,Images/chunk_1/UWZM-F-0000728.JPG,,
JFBM-FISH-0002453.jpg,JFBM-FISH-0002453.jpg,jpg,b485f02s,Cyprinidae,GLIN,JFBM,notropis atherinoides,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/b485f02s.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0002453.jpg,,
OSUM0001329_2.jpg,OSUM0001329.JPG,jpg,7x74cv3p,Cyprinidae,GLIN,OSUM,notropis chalybaeus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/OSUM/7x74cv3p.jpg,CC0 1.0,,,,,Images/chunk_1/OSUM0001329_2.jpg,,
INHS_FISH_41283.jpg,INHS_FISH_41283.jpg,jpg,t255p97q,Salmonidae,GLIN,INHS,oncorhynchus mykiss,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/t255p97q.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_41283.jpg,,
UWZM-F-0000498.JPG,UWZM-F-0000498.JPG,jpg,mp85b32t,Cyprinidae,GLIN,UWZM,cyprinus carpio,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/UWZM/mp85b32t.jpg,CC0 1.0,,,,,Images/chunk_1/UWZM-F-0000498.JPG,,
784_lat_FMNH_FZ_s.jpg,784_lat_FMNH_FZ_s.jpg,jpg,1n94s23s,Cyprinidae,GLIN,FMNH,notropis blennius,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/1n94s23s.jpg,CC BY-NC,,,,,Images/chunk_1/784_lat_FMNH_FZ_s.jpg,,
78623_lat_FMNH_FZ#3.jpg,78623_lat_FMNH_FZ.jpg,jpg,pt51n54r,Cyprinidae,GLIN,FMNH,notropis stramineus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/pt51n54r.jpg,CC BY-NC,,,,,Images/chunk_1/78623_lat_FMNH_FZ#3.jpg,,
mb128597.jpeg,128597.jpeg,jpeg,wz03xj6h,Cirrhitidae,Morphbank,,amblycirrhitus bimacula,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/wz03xj6h.jpeg,CC BY-NC-SA 3.0,,,,,Images/chunk_1/mb128597.jpeg,,
ark-_65665_m36788461f44174cbe8b4a0efbf5d2b407.jpg,ark-_65665_m36788461f44174cbe8b4a0efbf5d2b407.jpg,jpg,2840df1n,cyprinidae,iDigBio,usnm,gila atraria,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/2840df1n.jpg,CC0,,,,,Images/chunk_1/ark-_65665_m36788461f44174cbe8b4a0efbf5d2b407.jpg,,
INHS_FISH_81725.jpg,INHS_FISH_81725.jpg,jpg,6n117t0s,Centrarchidae,GLIN,INHS,lepomis miniatus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/6n117t0s.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_81725.jpg,,
60517_lat_FMNH_FZ_dd.jpg,60517_lat_FMNH_FZ_dd.jpg,jpg,3j946t5b,Cyprinidae,GLIN,FMNH,cyprinella galactura,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/3j946t5b.jpg,CC BY-NC,,,,,Images/chunk_1/60517_lat_FMNH_FZ_dd.jpg,,
INHS_FISH_41190.jpg,INHS_FISH_41190.jpg,jpg,ng846s18,Poeciliidae,GLIN,INHS,gambusia affinis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/ng846s18.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_41190.jpg,,
INHS_FISH_107525.jpg,INHS_FISH_107525.jpg,jpg,vp30292g,Poeciliidae,GLIN,INHS,gambusia affinis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/vp30292g.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_107525.jpg,,
INHS_FISH_106652.jpg,INHS_FISH_106652.jpg,jpg,5s336765,Centrarchidae,GLIN,INHS,lepomis cyanellus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/5s336765.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_106652.jpg,,
INHS_FISH_83673.jpg,INHS_FISH_83673.jpg,jpg,cv16x18k,Cyprinidae,GLIN,INHS,notropis blennius,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/cv16x18k.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_83673.jpg,,
JFBM-FISH-0040494.jpg,JFBM-FISH-0040494.jpg,jpg,w019qf2q,Cyprinidae,GLIN,JFBM,notropis telescopus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/w019qf2q.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0040494.jpg,,
78669_lat_FMNH_FZ.jpg,78669_lat_FMNH_FZ.jpg,jpg,xm64cv62,Centrarchidae,GLIN,FMNH,chaenobryttus gulosus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/xm64cv62.jpg,CC BY-NC,,,,,Images/chunk_1/78669_lat_FMNH_FZ.jpg,,
INHS_FISH_103525.jpg,INHS_FISH_103525.jpg,jpg,3f13qm7f,Centrarchidae,GLIN,INHS,lepomis macrochirus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/3f13qm7f.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_103525.jpg,,
mb799864#0.jpg,799864.jpeg,jpeg,st571n34,Cyprinidae,Morphbank,,notropis lutipinnis,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/st571n34.jpeg,CC BY-NC-SA 3.0,,,,,Images/chunk_1/mb799864#0.jpg,,
INHS_FISH_267.jpg,INHS_FISH_267.jpg,jpg,qf74kh3w,Cyprinidae,GLIN,INHS,hybopsis dorsalis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/qf74kh3w.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_267.jpg,,
1924_lat_FMNH_FZ.jpg,1924_lat_FMNH_FZ.jpg,jpg,kx17ph6t,Percidae,GLIN,FMNH,perca flavescens,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/kx17ph6t.jpg,CC BY-NC,,,,,Images/chunk_1/1924_lat_FMNH_FZ.jpg,,
JFBM-FISH-0045263.jpg,JFBM-FISH-0045263.jpg,jpg,9k170k9b,Fundulidae,GLIN,JFBM,fundulus catenatus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/JFBM/9k170k9b.jpg,CC0 1.0,,,,,Images/chunk_1/JFBM-FISH-0045263.jpg,,
73197_lat_FMNH_FZ#1.jpg,73197_lat_FMNH_FZ.jpg,jpg,cr82hb1d,Cyprinidae,GLIN,FMNH,cyprinella spiloptera,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/cr82hb1d.jpg,CC BY-NC,,,,,Images/chunk_1/73197_lat_FMNH_FZ#1.jpg,,
88956_lat_FMNH_FZ_c.jpg,88956_lat_FMNH_FZ_c.jpg,jpg,c715z15j,Cyprinidae,GLIN,FMNH,luxilus cornutus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/c715z15j.jpg,CC BY-NC,,,,,Images/chunk_1/88956_lat_FMNH_FZ_c.jpg,,
INHS_FISH_15235.jpg,INHS_FISH_15235.jpg,jpg,fx32j204,Cyprinidae,GLIN,INHS,cyprinus carpio,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/fx32j204.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_15235.jpg,,
1499177180961JS7b5tCwT12zfWhX#2.jpg,1499177180961JS7b5tCwT12zfWhX.jpg,jpg,9z08jj11,serrasalmidae,iDigBio,mnhn,serrasalmus compressus,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/9z08jj11.jpg,CC BY,,,,,Images/chunk_1/1499177180961JS7b5tCwT12zfWhX#2.jpg,,
11967_lat_FMNH_FZ_b.jpg,11967_lat_FMNH_FZ_b.jpg,jpg,vn74nh7z,Centrarchidae,GLIN,FMNH,chaenobryttus gulosus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/FMNH/vn74nh7z.jpg,CC BY-NC,,,,,Images/chunk_1/11967_lat_FMNH_FZ_b.jpg,,
INHS_FISH_17363.jpg,INHS_FISH_17363.jpg,jpg,fm16vc83,Centrarchidae,GLIN,INHS,lepomis macrochirus,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/fm16vc83.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_17363.jpg,,
INHS_FISH_90395.jpg,INHS_FISH_90395.jpg,jpg,h2394h0n,Cyprinidae,GLIN,INHS,phenacobius mirabilis,https://fishair.org/hdr-share/ftp/ark/89609/GLIN/INHS/h2394h0n.jpg,CC BY-NC,,,,,Images/chunk_1/INHS_FISH_90395.jpg,,
